,Date,load,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt
0,2022-01-01 00:00:00,531.14,25.56,25.95,0.0,-0.39,36,35
1,2022-01-01 01:00:00,508.084,25.54,25.87,0.0,-0.33,36,36
2,2022-01-01 02:00:00,490.019,27.41,27.5,0.0,-0.09,33,33
3,2022-01-01 03:00:00,483.029,25.07,25.13,0.0,-0.06,34,33
4,2022-01-01 04:00:00,485.721,29.2,29.27,0.0,-0.07,33,32
5,2022-01-01 05:00:00,495.406,28.39,28.41,0.0,-0.02,34,33
6,2022-01-01 06:00:00,515.847,24.89,24.92,0.0,-0.03,35,34
7,2022-01-01 07:00:00,548.813,22.6,22.9,0.0,-0.3,38,35
8,2022-01-01 08:00:00,582.752,23.38,23.89,0.0,-0.51,38,35
9,2022-01-01 09:00:00,610.893,21.89,22.29,0.0,-0.4,40,37
10,2022-01-01 10:00:00,634.443,30.48,31.01,0.0,-0.53,41,38
11,2022-01-01 11:00:00,646.632,34.0,34.54,0.0,-0.54,41,39
12,2022-01-01 12:00:00,647.827,32.49,32.95,0.0,-0.46,42,40
13,2022-01-01 13:00:00,638.586,32.77,33.22,0.0,-0.45,43,40
14,2022-01-01 14:00:00,640.71,31.96,32.38,0.0,-0.42,44,41
15,2022-01-01 15:00:00,649.956,30.9,31.28,0.0,-0.38,45,42
16,2022-01-01 16:00:00,673.709,38.47,38.9,0.0,-0.43,44,42
17,2022-01-01 17:00:00,692.176,41.36,41.88,0.0,-0.52,44,42
18,2022-01-01 18:00:00,676.564,36.86,37.27,0.0,-0.41,40,40
19,2022-01-01 19:00:00,651.058,33.18,33.410000000000004,0.0,-0.23,40,39
20,2022-01-01 20:00:00,619.441,31.18,31.42,0.0,-0.24,38,37
21,2022-01-01 21:00:00,594.121,30.46,30.84,0.0,-0.38,36,35
22,2022-01-01 22:00:00,567.587,27.48,27.92,0.0,-0.44,35,34
23,2022-01-01 23:00:00,528.036,24.51,24.94,0.0,-0.43,35,34
24,2022-01-02 00:00:00,500.719,18.12,18.34,0.0,-0.22,34,33
25,2022-01-02 01:00:00,483.587,18.78,18.81,0.0,-0.03,33,32
26,2022-01-02 02:00:00,474.897,-3.63,-3.61,0.0,-0.02,31,29
27,2022-01-02 03:00:00,472.402,18.96,18.94,0.0,0.02,30,28
28,2022-01-02 04:00:00,473.51099999999997,19.85,19.81,0.0,0.04,29,26
29,2022-01-02 05:00:00,488.398,22.72,22.7,0.0,0.02,27,24
30,2022-01-02 06:00:00,514.409,25.85,25.84,0.0,0.01,27,23
31,2022-01-02 07:00:00,548.712,27.95,28.25,0.0,-0.3,25,21
32,2022-01-02 08:00:00,596.064,29.96,30.47,0.0,-0.51,23,20
33,2022-01-02 09:00:00,638.341,31.23,31.67,0.0,-0.44,23,20
34,2022-01-02 10:00:00,662.054,41.3,41.85,0.0,-0.55,21,18
35,2022-01-02 11:00:00,676.31,46.49,47.03,0.0,-0.54,19,14
36,2022-01-02 12:00:00,684.523,64.23,64.78,0.0,-0.55,19,14
37,2022-01-02 13:00:00,680.235,60.68,61.15,0.0,-0.47,19,14
38,2022-01-02 14:00:00,685.357,63.71,64.26,0.0,-0.55,20,14
39,2022-01-02 15:00:00,704.6389999999999,55.76,56.43,0.0,-0.67,19,14
40,2022-01-02 16:00:00,748.35,85.12,86.26,0.0,-1.14,19,14
41,2022-01-02 17:00:00,771.0239999999999,135.61,137.62,0.0,-2.01,19,13
42,2022-01-02 18:00:00,766.931,114.94,116.75,0.0,-1.81,19,13
43,2022-01-02 19:00:00,756.2189999999999,64.45,65.35,0.0,-0.9,19,14
44,2022-01-02 20:00:00,725.818,44.81,45.38,0.0,-0.5700000000000001,18,13
45,2022-01-02 21:00:00,696.3430000000001,41.17,41.72,0.0,-0.55,19,11
46,2022-01-02 22:00:00,667.455,39.94,40.54,0.0,-0.6,16,8
47,2022-01-02 23:00:00,630.063,34.95,35.36,0.0,-0.41,17,8
48,2022-01-03 00:00:00,609.813,33.55,33.92,0.0,-0.37,14,6
49,2022-01-03 01:00:00,600.276,15.25,15.39,0.0,-0.14,12,5
50,2022-01-03 02:00:00,600.029,5.28,5.32,0.0,-0.04,11,4
51,2022-01-03 03:00:00,603.5419999999999,30.45,30.62,0.0,-0.17,10,2
52,2022-01-03 04:00:00,619.081,20.78,20.87,0.0,-0.09,9,1
53,2022-01-03 05:00:00,661.3580000000001,14.33,14.43,0.0,-0.1,8,1
54,2022-01-03 06:00:00,728.508,29.66,29.81,0.0,-0.15,7,1
55,2022-01-03 07:00:00,775.5169999999999,36.98,37.13,0.0,-0.15,6,0
56,2022-01-03 08:00:00,788.903,41.75,41.89,0.0,-0.14,5,0
57,2022-01-03 09:00:00,798.6339999999999,52.53,52.71,0.0,-0.18,7,0
58,2022-01-03 10:00:00,798.466,101.01,101.64,0.0,-0.63,7,-1
59,2022-01-03 11:00:00,803.1460000000001,127.98,129.02,0.0,-1.04,7,-1
60,2022-01-03 12:00:00,793.195,170.83,172.37,0.0,-1.54,9,-1
61,2022-01-03 13:00:00,782.038,177.68,179.57,0.0,-1.89,11,0
62,2022-01-03 14:00:00,794.6560000000001,162.44,164.17000000000004,0.0,-1.73,11,-1
63,2022-01-03 15:00:00,793.9639999999999,140.66,141.87,0.0,-1.21,11,-2
64,2022-01-03 16:00:00,788.2280000000001,157.57,159.95000000000005,0.0,-2.38,9,-2
65,2022-01-03 17:00:00,811.184,189.04,192.11,0.0,-3.0700000000000003,8,-2
66,2022-01-03 18:00:00,806.3330000000001,172.62,175.91,0.0,-3.29,6,-3
67,2022-01-03 19:00:00,793.725,153.19,155.1,0.0,-1.91,5,-3
68,2022-01-03 20:00:00,768.461,128.03,129.68,0.0,-1.65,5,-5
69,2022-01-03 21:00:00,746.548,98.79,99.86,0.0,-1.07,4,-5
70,2022-01-03 22:00:00,717.817,128.59,130.01,0.0,-1.42,3,-5
71,2022-01-03 23:00:00,680.123,94.48,95.63,0.0,-1.15,2,-4
72,2022-01-04 00:00:00,660.112,120.45,121.76,0.0,-1.31,1,-5
73,2022-01-04 01:00:00,650.835,110.56,111.94,0.0,-1.38,0,-6
74,2022-01-04 02:00:00,646.306,108.45,110.01,0.0,-1.56,0,-5
75,2022-01-04 03:00:00,649.274,102.06,103.63,0.0,-1.57,1,-4
76,2022-01-04 04:00:00,664.204,133.98,136.05,0.0,-2.07,-1,-5
77,2022-01-04 05:00:00,705.1289999999999,134.58,135.18,0.0,-0.6,0,-5
78,2022-01-04 06:00:00,771.015,179.61,179.1,0.0,0.51,4,-2
79,2022-01-04 07:00:00,811.3910000000001,240.38,242.71,0.0,-2.33,6,-1
80,2022-01-04 08:00:00,812.573,198.85,199.95,0.0,-1.1,6,0
81,2022-01-04 09:00:00,768.3539999999999,126.32,126.02,0.0,0.3,9,1
82,2022-01-04 10:00:00,736.091,90.74,90.17,0.0,0.5700000000000001,13,4
83,2022-01-04 11:00:00,720.3910000000001,87.04,86.68,0.0,0.36,17,6
84,2022-01-04 12:00:00,728.5219999999999,79.3,79.11,0.0,0.19,19,7
85,2022-01-04 13:00:00,747.682,79.8,79.4,0.0,0.4,21,10
86,2022-01-04 14:00:00,768.6110000000001,88.7,88.31,0.0,0.39,22,12
87,2022-01-04 15:00:00,787.8860000000001,118.84,118.16,0.0,0.68,23,13
88,2022-01-04 16:00:00,820.5889999999999,215.93,216.06,0.0,-0.13,24,14
89,2022-01-04 17:00:00,840.2260000000001,214.17,214.81,0.0,-0.64,24,15
90,2022-01-04 18:00:00,841.605,210.2,210.84,0.0,-0.64,24,16
91,2022-01-04 19:00:00,826.0889999999999,185.56,185.7,0.0,-0.14,24,16
92,2022-01-04 20:00:00,791.56,161.16,162.08,0.0,-0.92,26,18
93,2022-01-04 21:00:00,756.448,154.19,154.52,0.0,-0.33,27,16
94,2022-01-04 22:00:00,710.79,110.68,111.0,0.0,-0.32,27,16
95,2022-01-04 23:00:00,662.635,127.89,129.25,-0.8,-0.56,28,17
96,2022-01-05 00:00:00,632.405,135.51,140.46,-4.17,-0.78,29,17
97,2022-01-05 01:00:00,614.681,121.27,125.59,-3.75,-0.5700000000000001,29,17
98,2022-01-05 02:00:00,606.508,117.27,121.64,-3.75,-0.62,29,18
99,2022-01-05 03:00:00,606.554,105.69,109.84,-3.47,-0.68,29,17
100,2022-01-05 04:00:00,618.644,119.91,124.75,-4.04,-0.8,29,17
101,2022-01-05 05:00:00,653.4780000000001,117.8,122.4,-3.91,-0.6900000000000001,28,16
102,2022-01-05 06:00:00,717.824,137.29,142.61,-4.29,-1.03,29,15
103,2022-01-05 07:00:00,766.0419999999999,122.48,126.71,-3.75,-0.48,29,15
104,2022-01-05 08:00:00,758.88,141.64,145.86,-4.2700000000000005,0.05,29,14
105,2022-01-05 09:00:00,736.7560000000001,139.65,143.47,-4.01,0.19,29,13
106,2022-01-05 10:00:00,724.691,72.22,72.04,0.01,0.17,30,13
107,2022-01-05 11:00:00,725.8610000000001,72.05,72.39,-0.51,0.17,32,15
108,2022-01-05 12:00:00,712.2260000000001,78.9,79.75,-1.0,0.15,34,20
109,2022-01-05 13:00:00,700.75,78.57000000000002,79.02,-0.38,-0.07,35,22
110,2022-01-05 14:00:00,690.89,63.3,63.06,0.1,0.14,36,24
111,2022-01-05 15:00:00,714.933,62.42,62.03,0.11,0.28,37,27
112,2022-01-05 16:00:00,753.539,68.25,68.24,0.08,-0.07,38,28
113,2022-01-05 17:00:00,787.454,78.69,78.51,0.13,0.05,37,28
114,2022-01-05 18:00:00,773.067,69.56,69.42,0.09,0.05,37,29
115,2022-01-05 19:00:00,744.368,57.62000000000001,57.26,0.07,0.29,37,30
116,2022-01-05 20:00:00,708.47,56.5,56.05,0.09,0.36,37,30
117,2022-01-05 21:00:00,673.115,59.18,58.88,0.01,0.29,38,31
118,2022-01-05 22:00:00,635.052,86.2,86.29,0.0,-0.09,38,31
119,2022-01-05 23:00:00,590.9169999999999,92.82,93.47,0.0,-0.65,38,31
120,2022-01-06 00:00:00,562.368,58.19,58.61,0.0,-0.42,37,30
121,2022-01-06 01:00:00,545.241,36.79,37.07,0.0,-0.28,35,30
122,2022-01-06 02:00:00,537.469,38.01,38.38,0.0,-0.37,36,30
123,2022-01-06 03:00:00,538.995,37.51,37.84,0.0,-0.33,35,30
124,2022-01-06 04:00:00,553.979,41.02,41.47,0.0,-0.45,33,28
125,2022-01-06 05:00:00,596.643,52.92,54.16,-0.7000000000000001,-0.54,34,24
126,2022-01-06 06:00:00,663.2460000000001,55.16,56.38,-0.79,-0.43,35,22
127,2022-01-06 07:00:00,722.0930000000001,82.23,84.55,-1.7,-0.62,34,20
128,2022-01-06 08:00:00,733.085,52.04,53.06,-0.63,-0.39,33,18
129,2022-01-06 09:00:00,721.5830000000001,40.06,40.53,-0.24,-0.23,33,19
130,2022-01-06 10:00:00,709.8889999999999,75.81,76.99,-0.24,-0.94,33,20
131,2022-01-06 11:00:00,703.903,79.5,82.25,-1.33,-1.42,33,20
132,2022-01-06 12:00:00,699.6510000000001,84.25,86.89,-1.51,-1.13,33,20
133,2022-01-06 13:00:00,700.748,75.68,76.79,-0.28,-0.8300000000000001,34,20
134,2022-01-06 14:00:00,728.365,76.39,77.5,-0.16,-0.95,33,19
135,2022-01-06 15:00:00,749.0360000000001,92.92,93.67,0.0,-0.75,33,18
136,2022-01-06 16:00:00,783.745,120.77,121.2,0.0,-0.43,34,18
137,2022-01-06 17:00:00,817.5260000000001,196.43,197.67,0.0,-1.24,32,19
138,2022-01-06 18:00:00,804.432,163.01,163.85,0.0,-0.84,32,19
139,2022-01-06 19:00:00,777.971,112.32,112.61,0.0,-0.29,32,19
140,2022-01-06 20:00:00,748.857,94.01,93.7,0.0,0.31,30,20
141,2022-01-06 21:00:00,726.939,85.04,85.01,0.0,0.03,29,20
142,2022-01-06 22:00:00,681.0060000000001,76.92,77.03,0.0,-0.11,29,21
143,2022-01-06 23:00:00,637.639,75.45,75.72,0.0,-0.27,27,20
144,2022-01-07 00:00:00,611.215,77.51,77.81,0.0,-0.3,27,20
145,2022-01-07 01:00:00,595.942,84.18,84.35000000000002,0.0,-0.17,26,19
146,2022-01-07 02:00:00,586.2230000000001,83.21000000000002,83.35000000000002,0.0,-0.14,25,20
147,2022-01-07 03:00:00,588.736,86.15,86.29,0.0,-0.14,24,20
148,2022-01-07 04:00:00,601.938,70.82000000000002,71.05,0.0,-0.23,23,19
149,2022-01-07 05:00:00,640.534,70.05,70.33,0.0,-0.28,24,20
150,2022-01-07 06:00:00,702.7130000000001,72.24,72.49,0.0,-0.25,24,21
151,2022-01-07 07:00:00,760.877,92.21,92.14,0.0,0.07,23,21
152,2022-01-07 08:00:00,787.959,151.0,150.70000000000005,0.0,0.3,23,21
153,2022-01-07 09:00:00,797.607,179.42000000000004,179.02,0.0,0.4,23,21
154,2022-01-07 10:00:00,803.565,223.09,222.77,0.0,0.32,24,21
155,2022-01-07 11:00:00,801.9910000000001,255.27,255.71,0.0,-0.44,23,21
156,2022-01-07 12:00:00,792.304,243.57,243.95,0.01,-0.39,24,20
157,2022-01-07 13:00:00,784.497,207.55,208.57,0.09,-1.11,25,20
158,2022-01-07 14:00:00,777.814,171.96,172.85,0.2,-1.09,25,19
159,2022-01-07 15:00:00,776.7689999999999,159.47,160.31,0.22,-1.06,24,19
160,2022-01-07 16:00:00,795.549,161.94,163.44,0.24,-1.74,23,17
161,2022-01-07 17:00:00,829.9889999999999,265.49,269.79,0.41,-4.71,23,16
162,2022-01-07 18:00:00,819.245,191.62,194.61,0.33,-3.3200000000000003,22,12
163,2022-01-07 19:00:00,793.998,148.27,150.06,0.27,-2.06,21,10
164,2022-01-07 20:00:00,770.488,137.16,138.27,0.27,-1.38,20,9
165,2022-01-07 21:00:00,749.785,129.65,130.47,0.27,-1.09,18,7
166,2022-01-07 22:00:00,720.2360000000001,123.61,124.22,0.31,-0.92,16,6
167,2022-01-07 23:00:00,680.35,124.87,126.23,0.33,-1.69,14,3
168,2022-01-08 00:00:00,655.367,136.02,135.81,2.05,-1.84,12,1
169,2022-01-08 01:00:00,638.6619999999999,112.55,112.81,1.25,-1.51,11,0
170,2022-01-08 02:00:00,631.482,114.96,114.57,1.58,-1.19,9,-1
171,2022-01-08 03:00:00,630.7909999999999,112.48,113.37,0.31,-1.2,8,-2
172,2022-01-08 04:00:00,641.6,114.95,115.89,0.14,-1.08,7,-2
173,2022-01-08 05:00:00,660.8660000000001,134.9,135.78,0.23,-1.11,5,-2
174,2022-01-08 06:00:00,699.722,134.75,135.96,0.18,-1.39,4,-3
175,2022-01-08 07:00:00,745.0260000000001,148.42000000000004,149.58,0.0,-1.16,4,-4
176,2022-01-08 08:00:00,777.078,170.97,171.13,0.0,-0.16,3,-4
177,2022-01-08 09:00:00,770.3480000000001,208.1,208.7,0.0,-0.6,5,-3
178,2022-01-08 10:00:00,752.138,225.94,227.06,0.0,-1.12,8,-2
179,2022-01-08 11:00:00,729.01,237.06,239.15,0.0,-2.09,12,0
180,2022-01-08 12:00:00,706.303,212.16,213.77,0.0,-1.61,14,-1
181,2022-01-08 13:00:00,690.082,133.17000000000002,133.91,0.0,-0.74,13,0
182,2022-01-08 14:00:00,703.145,135.32,135.93,0.0,-0.61,15,0
183,2022-01-08 15:00:00,743.692,169.5,170.46,0.0,-0.96,16,1
184,2022-01-08 16:00:00,798.4789999999999,234.94,236.65,0.0,-1.71,17,-1
185,2022-01-08 17:00:00,847.7589999999999,250.38,254.06,0.0,-3.68,15,0
186,2022-01-08 18:00:00,837.5010000000001,228.72,232.49,0.0,-3.77,14,1
187,2022-01-08 19:00:00,809.9760000000001,223.37,226.37,0.0,-3.0,12,2
188,2022-01-08 20:00:00,778.903,174.71,177.28,0.0,-2.57,16,2
189,2022-01-08 21:00:00,755.32,143.71,145.61,0.0,-1.9,18,2
190,2022-01-08 22:00:00,716.8,121.64,126.04,-2.6,-1.8,19,2
191,2022-01-08 23:00:00,671.315,108.18,112.59,-2.3000000000000003,-2.11,21,2
192,2022-01-09 00:00:00,641.039,117.56,120.55,-1.08,-1.91,21,2
193,2022-01-09 01:00:00,618.52,110.32,112.7,-0.7000000000000001,-1.68,22,4
194,2022-01-09 02:00:00,607.7869999999999,124.68,127.48,-1.21,-1.59,24,6
195,2022-01-09 03:00:00,599.281,118.48,120.98,-0.93,-1.57,25,7
196,2022-01-09 04:00:00,599.56,127.55,130.09,-1.27,-1.27,26,7
197,2022-01-09 05:00:00,609.25,124.22,126.61,-1.15,-1.24,28,7
198,2022-01-09 06:00:00,628.308,118.14,120.5,-0.95,-1.41,28,9
199,2022-01-09 07:00:00,662.24,109.49,111.48,-0.36,-1.63,28,10
200,2022-01-09 08:00:00,698.7869999999999,124.37,127.25,-0.97,-1.91,29,13
201,2022-01-09 09:00:00,732.8580000000001,138.05,140.0,0.0,-1.95,28,18
202,2022-01-09 10:00:00,746.3480000000001,138.91,140.52,0.07,-1.68,28,21
203,2022-01-09 11:00:00,758.686,156.53,157.92000000000004,0.1,-1.49,29,23
204,2022-01-09 12:00:00,756.3960000000001,127.55,128.76,0.01,-1.22,30,25
205,2022-01-09 13:00:00,745.835,124.73,125.73,0.08,-1.08,32,27
206,2022-01-09 14:00:00,738.806,115.01,116.18,0.16,-1.33,33,28
207,2022-01-09 15:00:00,738.092,116.84,118.36,0.12,-1.64,34,29
208,2022-01-09 16:00:00,759.038,117.4,119.4,0.11,-2.11,35,30
209,2022-01-09 17:00:00,780.7610000000001,121.11,123.52,0.0,-2.41,35,30
210,2022-01-09 18:00:00,759.778,103.86,105.8,0.29,-2.23,35,31
211,2022-01-09 19:00:00,724.227,104.82,106.85,0.26,-2.29,35,32
212,2022-01-09 20:00:00,688.078,98.53,100.51,0.0,-1.98,36,32
213,2022-01-09 21:00:00,658.575,84.03,85.57000000000002,0.0,-1.54,38,23
214,2022-01-09 22:00:00,621.635,77.36,77.10000000000002,1.56,-1.3,33,27
215,2022-01-09 23:00:00,592.015,55.4,55.33,0.73,-0.66,33,22
216,2022-01-10 00:00:00,574.106,-0.73,-0.73,0.01,-0.01,30,14
217,2022-01-10 01:00:00,567.241,44.22,45.03,-0.18,-0.63,27,12
218,2022-01-10 02:00:00,565.619,47.93,48.17,0.4,-0.64,25,12
219,2022-01-10 03:00:00,571.137,41.75,42.12,0.15,-0.52,24,7
220,2022-01-10 04:00:00,590.4540000000001,57.29,58.22,-0.08,-0.85,22,4
221,2022-01-10 05:00:00,636.965,29.88,30.59,-0.11,-0.6,20,4
222,2022-01-10 06:00:00,711.04,78.42,79.7,0.09,-1.37,17,7
223,2022-01-10 07:00:00,766.0169999999999,96.93,97.25,0.96,-1.28,16,7
224,2022-01-10 08:00:00,754.3,93.2,93.73,0.44,-0.97,16,6
225,2022-01-10 09:00:00,715.6110000000001,79.49,80.26,0.11,-0.88,18,4
226,2022-01-10 10:00:00,702.904,128.32,129.66,0.0,-1.34,20,5
227,2022-01-10 11:00:00,716.543,127.42,128.37,0.0,-0.95,20,6
228,2022-01-10 12:00:00,722.303,115.75,116.72,0.0,-0.97,20,4
229,2022-01-10 13:00:00,717.58,119.02,120.06,0.0,-1.04,20,4
230,2022-01-10 14:00:00,735.377,109.24,110.21,0.0,-0.97,20,6
231,2022-01-10 15:00:00,777.4960000000001,126.14,127.42,0.0,-1.28,20,5
232,2022-01-10 16:00:00,824.3860000000001,154.98,157.46,0.0,-2.48,18,4
233,2022-01-10 17:00:00,852.265,183.7,187.04,0.0,-3.34,18,3
234,2022-01-10 18:00:00,841.543,167.57,170.81,0.0,-3.24,16,3
235,2022-01-10 19:00:00,830.437,145.08,147.12,0.0,-2.04,13,3
236,2022-01-10 20:00:00,796.6419999999999,140.71,142.15,0.0,-1.44,12,2
237,2022-01-10 21:00:00,763.807,173.27,174.88,0.0,-1.61,12,-2
238,2022-01-10 22:00:00,724.966,150.14,151.36,0.0,-1.22,11,-3
239,2022-01-10 23:00:00,685.84,136.96,138.4,0.0,-1.44,8,-4
240,2022-01-11 00:00:00,665.308,135.82,137.12,0.0,-1.3,5,-2
241,2022-01-11 01:00:00,655.738,129.14,130.28,0.0,-1.14,3,-4
242,2022-01-11 02:00:00,654.262,119.71,120.89,0.0,-1.18,2,-9
243,2022-01-11 03:00:00,661.605,122.15,123.35,0.0,-1.2,-1,-12
244,2022-01-11 04:00:00,679.2719999999999,124.09,125.06,0.0,-0.97,-2,-14
245,2022-01-11 05:00:00,716.498,132.31,133.17000000000002,0.0,-0.86,-3,-13
246,2022-01-11 06:00:00,778.35,133.87,134.44,0.0,-0.5700000000000001,-4,-14
247,2022-01-11 07:00:00,830.115,180.15,179.97,0.0,0.18,-5,-16
248,2022-01-11 08:00:00,835.704,159.16,158.86,0.0,0.3,-6,-15
249,2022-01-11 09:00:00,806.682,173.39,172.79,0.0,0.6,-6,-14
250,2022-01-11 10:00:00,770.1669999999999,148.36,147.8,0.0,0.56,-5,-14
251,2022-01-11 11:00:00,742.56,147.73,146.94,0.0,0.79,-4,-15
252,2022-01-11 12:00:00,713.4739999999999,152.34,152.02,0.0,0.32,-3,-15
253,2022-01-11 13:00:00,708.6410000000001,161.84,161.77,0.0,0.07,-1,-15
254,2022-01-11 14:00:00,735.57,205.93,207.05,0.0,-1.12,0,-14
255,2022-01-11 15:00:00,795.8789999999999,224.67,226.66,0.0,-1.99,1,-15
256,2022-01-11 16:00:00,843.508,198.16,200.49,0.0,-2.33,1,-14
257,2022-01-11 17:00:00,865.3589999999999,176.70000000000005,178.93,0.0,-2.23,1,-13
258,2022-01-11 18:00:00,862.6060000000001,225.58,228.39,0.0,-2.81,0,-12
259,2022-01-11 19:00:00,850.9019999999999,163.36,163.49,0.0,-0.13,0,-12
260,2022-01-11 20:00:00,831.615,161.97,160.61,0.0,1.36,-2,-12
261,2022-01-11 21:00:00,809.6569999999999,155.4,154.44,0.0,0.96,-2,-11
262,2022-01-11 22:00:00,766.53,147.07,145.15,0.0,1.92,1,-9
263,2022-01-11 23:00:00,720.5160000000001,146.82,146.76,0.0,0.06,5,-7
264,2022-01-12 00:00:00,694.113,154.52,156.63,0.0,-2.11,7,-6
265,2022-01-12 01:00:00,681.3560000000001,191.24,194.39,0.0,-3.15,9,-4
266,2022-01-12 02:00:00,672.1489999999999,182.11,184.8,0.0,-2.69,10,-3
267,2022-01-12 03:00:00,672.475,164.68,167.21,0.0,-2.53,11,-3
268,2022-01-12 04:00:00,685.252,177.18,180.14,0.0,-2.96,11,-3
269,2022-01-12 05:00:00,722.363,160.87,165.36,-2.23,-2.26,12,-3
270,2022-01-12 06:00:00,789.188,207.13,216.36,-4.94,-4.29,13,-1
271,2022-01-12 07:00:00,837.2660000000001,212.95,218.71,-0.99,-4.7700000000000005,15,1
272,2022-01-12 08:00:00,847.279,195.26,202.98,-4.2700000000000005,-3.45,15,2
273,2022-01-12 09:00:00,854.7539999999999,173.21,177.31,-3.93,-0.17,17,3
274,2022-01-12 10:00:00,853.439,159.75,161.01,-2.54,1.28,18,5
275,2022-01-12 11:00:00,851.8660000000001,135.33,134.99,-1.3,1.64,19,5
276,2022-01-12 12:00:00,844.545,131.8,130.84,-0.66,1.62,20,7
277,2022-01-12 13:00:00,845.03,131.76,129.87,-0.04,1.93,21,8
278,2022-01-12 14:00:00,839.7869999999999,156.53,154.29,0.0,2.24,22,9
279,2022-01-12 15:00:00,840.883,173.48,171.92000000000004,0.0,1.56,23,11
280,2022-01-12 16:00:00,854.562,225.5,224.62,0.0,0.88,24,12
281,2022-01-12 17:00:00,864.184,299.24,300.3400000000001,0.0,-1.1,25,13
282,2022-01-12 18:00:00,858.133,297.31,298.52,0.0,-1.21,26,14
283,2022-01-12 19:00:00,824.966,223.21,223.49,0.0,-0.28,26,15
284,2022-01-12 20:00:00,784.25,208.73,207.96,0.0,0.77,27,16
285,2022-01-12 21:00:00,749.5889999999999,207.03,207.76,0.0,-0.73,27,16
286,2022-01-12 22:00:00,704.334,195.07,196.25,0.0,-1.18,27,16
287,2022-01-12 23:00:00,661.548,172.5,173.6,0.0,-1.1,26,18
288,2022-01-13 00:00:00,635.366,122.78,123.54,0.0,-0.76,26,18
289,2022-01-13 01:00:00,616.672,153.36,154.38,0.0,-1.02,26,19
290,2022-01-13 02:00:00,606.835,152.68,153.32,0.0,-0.64,27,19
291,2022-01-13 03:00:00,603.491,157.87,158.32,0.0,-0.45,26,19
292,2022-01-13 04:00:00,615.861,147.57,147.72,0.0,-0.15,27,19
293,2022-01-13 05:00:00,646.035,138.59,139.35,0.0,-0.76,25,21
294,2022-01-13 06:00:00,709.2130000000001,181.22,182.63,0.0,-1.41,24,21
295,2022-01-13 07:00:00,762.299,237.17,239.03,0.0,-1.86,24,22
296,2022-01-13 08:00:00,774.6419999999999,208.15,209.47,0.0,-1.32,24,22
297,2022-01-13 09:00:00,770.388,161.53,161.91,0.0,-0.38,24,22
298,2022-01-13 10:00:00,760.5060000000001,129.55,129.48,0.0,0.07,25,22
299,2022-01-13 11:00:00,751.85,126.52,126.02,0.0,0.5,27,22
300,2022-01-13 12:00:00,733.429,116.94,116.28,0.0,0.66,28,23
301,2022-01-13 13:00:00,719.3580000000001,112.28,111.8,0.0,0.48,32,23
302,2022-01-13 14:00:00,711.707,111.0,110.68,0.0,0.32,32,24
303,2022-01-13 15:00:00,727.068,112.63,112.56,0.0,0.07,32,25
304,2022-01-13 16:00:00,752.867,120.4,120.9,0.0,-0.5,32,26
305,2022-01-13 17:00:00,788.575,131.1,132.27,0.0,-1.17,27,23
306,2022-01-13 18:00:00,778.0139999999999,127.93,129.18,0.0,-1.25,25,21
307,2022-01-13 19:00:00,753.498,111.41,112.39,0.0,-0.98,24,21
308,2022-01-13 20:00:00,722.7719999999999,106.73,107.24,0.0,-0.51,24,21
309,2022-01-13 21:00:00,694.7760000000001,99.97,100.48,0.0,-0.51,24,20
310,2022-01-13 22:00:00,652.3340000000001,92.65,93.28,0.0,-0.63,24,21
311,2022-01-13 23:00:00,609.879,65.97,66.47,0.0,-0.5,23,21
312,2022-01-14 00:00:00,583.134,109.62,110.18,0.0,-0.56,23,20
313,2022-01-14 01:00:00,570.424,95.73,96.25,0.0,-0.52,23,21
314,2022-01-14 02:00:00,561.523,101.06,101.56,0.0,-0.5,23,21
315,2022-01-14 03:00:00,559.935,97.64,97.95,0.0,-0.31,23,20
316,2022-01-14 04:00:00,575.0219999999999,92.33,92.65,0.0,-0.32,23,20
317,2022-01-14 05:00:00,612.915,42.72,42.87,0.0,-0.15,24,21
318,2022-01-14 06:00:00,676.005,69.65,70.12,0.0,-0.47,23,20
319,2022-01-14 07:00:00,733.4780000000001,111.68,112.23,0.0,-0.55,22,19
320,2022-01-14 08:00:00,756.3389999999999,119.48,119.77,0.0,-0.29,22,18
321,2022-01-14 09:00:00,753.373,100.97,101.1,0.0,-0.13,22,19
322,2022-01-14 10:00:00,743.5319999999999,144.70000000000005,144.51,0.0,0.19,22,18
323,2022-01-14 11:00:00,737.7819999999999,132.75,132.46,0.0,0.29,22,17
324,2022-01-14 12:00:00,720.1339999999999,141.28,141.05,0.0,0.23,20,15
325,2022-01-14 13:00:00,702.378,126.22,125.99,0.0,0.23,18,12
326,2022-01-14 14:00:00,705.1080000000001,111.82,112.03,0.0,-0.21,16,7
327,2022-01-14 15:00:00,746.1460000000001,113.16,113.23,0.0,-0.07,13,3
328,2022-01-14 16:00:00,795.257,124.77,123.48,1.49,-0.2,11,-1
329,2022-01-14 17:00:00,845.341,146.06,144.48,2.0,-0.42,7,-6
330,2022-01-14 18:00:00,845.1139999999999,127.19,127.58,0.17,-0.56,5,-7
331,2022-01-14 19:00:00,826.498,121.61,121.1,0.8200000000000001,-0.31,4,-9
332,2022-01-14 20:00:00,819.405,118.48,116.94,1.58,-0.04,2,-11
